,PairID,SentencePair
3989,stance_539,"['For the record, as a #Latino, (#Peruvian to be specific), let me state the obvious: #FuckTrump', 'I admire how real and unapologetic Donald Trump is on his Political standpoints']"
3990,stance_54,"[""I'm a woman who cannot conceive, and I proudly beg you to reconsider killing what I'd die for. #ProLifeYouth"", 'It should never ever be legal to have an abortion because murder is wrong & #AbortionIsMurder not #healthcare . We Must .']"
3991,stance_540,"['@nytimes Thanks to anti-choicers, women dealing with this may also face prosecution.', 'RT @rob_mcarthur: @JustinTrudeau try joining the millions of slaughtered unborn CHILDREN robbed of their right to choose. #cdnpoli']"
3992,stance_541,"['We live in a world where people care more about religious rights than consent & reproductive rights....', 'The day that love will truly win is the day that the injustice known as abortion is abolished. #AllLivesMatter']"
3993,stance_542,"[""This weekend is the Hillary For America Weekend of Action & I hope you'll participate. -L #California"", ""@politico YAWNzzzzzzzzzzzzzz could keep the z's going for the full amt of Tweet characters but you get the point.""]"
3994,stance_543,"[""@HillaryClinton You can run but you ca't hide. #ClintonFoundationscandal #ClintonCash #emailgate"", ""Despite today's ruling, our struggle to end LGBT discrimination is also far from finished - @HillaryClinton #VirginiaJJ""]"
3995,stance_544,"[""Let's bring prosperity to the line workers & to the kindergarten teachers!!!- @amyklobuchar #inspiredbyhillary"", '@DemocratGuide @Reuters bur #Hlllary just raised 45 million!']"
3996,stance_545,"['Hillary has lied, deleted Benghazi emails, and betrayed the trust of Americans scandal after scandal.', ""Getting another @HillaryClinton bumper sticker because #LoveWins and 2 just wasn't enough""]"
3997,stance_546,"['There is still more to be done to make this country strong, powerful and great again. #TrumpCarson2016', '@realDonaldTrump Some people just want to be president. Others want to MAKE AMERICA GREAT AGAIN!']"
3998,stance_547,"['People: Donald Trump is a man who can lead this country into the future.', 'I hate it when percent try to out-bitter each other. #UniteBlue']"
3999,stance_548,"[""Dear #BristolPalin. STOP. Just FUCKING STOP. You have choices. It's called #abortion. Take it or leave it but quit whining. #fem2"", ""@JohnFugelsang I'm not surprised murder is legal in Israel, should be illegal in civilized countries like USA""]"
4000,stance_549,"['@realDonaldTrump @LadyPatriot777 @Macys lousy merchandise made in China !!!!!!!', ""@ouchinagirl @TrumpNY2016 @GOP TRUMP FOR PRESIDENT AS HE DOESN'T MINCE WORDS!!!!""]"
4001,stance_55,"[""crazy-speak & how often/many times it's repeated are NOT mutually exclusive; c'mon chris; don't YOU be lazy, too... @chrislhayes"", '. @realDonaldTrump American was great until you embarrassed us all to death']"
4002,stance_550,"[""I'm thinking #Hillary throws #Chelsea under the bus to end #Foundation firestorm. #ClintonCash #TheGreaterGood #election2016"", ""& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people #Vote""]"
4003,stance_551,"['@johnkerry @statedept Nude pic of you and Brian Williams on your desk! MY EYES MY EYES', 'Trump is a Non-Establishment candidate. I like it! #MakeAmericaGreatAgain']"
4004,stance_552,"['.@GoldenTalon @johnmanko @CassandraRules On the contrary, I am happy she will win. I enjoy seeing Liberal cities burn GO', '@akawhit1 ITS TIME TO ROPE OFF KILLARY @FoxNews DELETE HER OFF YOUR BALLOT SHE IS A CLONE OF SODOM INSANE OBAMMAD #WakeUpAmerica']"
4005,stance_553,"[""@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?"", 'Does a #pregnant #woman have 2 heads, 2 hearts, 4 arms, and 4 legs? #prolifeyouth #prolifegen #didntthinkso']"
4006,stance_554,"[""Everybody get on the Trump Train!! It's a First Class One-Way ticket to the White House with @realDonaldTrump"", '@TIMENOUT @TIB2016 @AlanColmes is a prime example of a #LobotomizedLiberal.']"
4007,stance_555,"[""@realDonaldTrump @WhoopiGoldberg @Univision #VoteForHillary @HillaryClinton isn't racist. A leader who demands #EqualityForAll"", ""Hilly & Barry's Bloody Benghazi Bamboozle #HillaryIceCreamFlavors #tcot #WakeUpAmerica""]"
4008,stance_556,"['@LifeNewsHQ 22wks is too late to be able to have a termination in my opinion, these triplets are babies not a bunch of cells.', ""If it's getting old maybe you should stop calling embryos & fetuses babies.""]"
4009,stance_557,"[""@kugrl6 good riddance to millions of black babies? I really hope I'm misunderstanding you"", ""@LogicOfLife7 I don't think I have a right to use someone else's body without consent. Do you? #rapeculture""]"
4010,stance_558,"[""@realDonaldTrump don't care what anybody says. In November 2016, you will have my vote. Where can I get your bumper sticker??"", '@realDonaldTrump WE WANT TRUMP! WE WANT TRUMP! WE WANT TRUMP!!! #MakeAmericaGreatAgain']"
4011,stance_559,"['I like many entries in the 2016 Presidential race; but no one is more accomplished than Donald Trump. His cabinet will be full.', ""@loudobbsnews Don't you just love that truth is now called controversial comments?! Has this country fallen that low?!""]"
4012,stance_56,"[""You're a idiot if you vote for Hillary, her and Obama are The Epitome of what's wrong with this country #Benghazi"", '@realDonaldTrump ""@HillaryClinton can\'t even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016']"
4013,stance_560,"['If my only impression of the US was Donald Trump, I think I would hate it.', '@realDonaldTrump he is a real leader and deserves to be President.']"
4014,stance_561,"['You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech.', '@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear']"
4015,stance_562,"[""Hillary is killing it so far on the trail. She's finally showing her personal side and I think it will benefit her profoundly."", '#HillarysAccomplishments Being a total clusterfuck at anything she does. #ReadyForHillary #UniteBlue #TopProg #TPOT #LibCrib']"
4016,stance_563,"['i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions', 'Obama strategy: Open our borders to change our culture fundamental transformation into Tijuana!"" #tcot']"
4017,stance_564,"['@readyforHRC @HillaryClinton #HillaryClinton, the US presidency is a testament to the success of #women their role in the world', '@FoxNews @GovChristie @HillaryClinton Actually she should be disqualified from running!How many scams and ethics problems now?']"
4018,stance_565,"['@mrprolife You would force a woman to risk her health, sanity, and life, to continue a doomed pregnancy. Against her will. No.', 'They were slaying their own souls when they offered up their sons & when they shed the blood of infants. #Augustine #Psalm106']"
4019,stance_566,"[""Rise & Shine its a new day & you're alive. Thank God 4 another day of precious life. #Christian #Catholic #TeamJesus"", '@LogicOfLife7 I don\'t confuse ""right to life"" with \'right-to-use-someone\'s-body-without-consent\'. Do you? #rapeculture']"
4020,stance_567,"[""Sadly, most health insurance plans don't cover abortions, so the price can be quite high...."", 'Before I formed you in the #womb I knew you. #prolifegen #prolifeyouth #God']"
4021,stance_568,"['@thehill @greta @realDonaldTrump Now You Know The Left Is Afraid Of A Executive Over Politicians < Hang In There Donald', ""I love the Mexican people but they're smarter than us we MUST stop them!""]"
4022,stance_569,"['RT @RogerIsCatholic: Save the Baby Humans! #WAAR', ""@JustinTrudeau I also support Men's wrongs as well as Women's rights #Standforchoice #womensrights""]"
4023,stance_57,"[""@fuzislippers @KLSouth @gdebenedetti Yeah, she's a real forward thinker! Lol #MakeAmericaGreatAgain #WhyImNotVotingForHillary"", ""Since #SNL ain't that funny anymore please @JoeBiden run for president.. if even just for the hilarious debates between you &""]"
4024,stance_570,"['People who have never had an abortion can be prochoice. People with a uterus can be prochoice. People who never want kids can be', '@Andrea_provida Or another hypocrisy are those who campaign for animal rights but are ""pro choice"" .']"
4025,stance_571,"['hey @Macys a whole bunch of us are going to sever ties with you. #Macys', 'Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.']"
4026,stance_572,"[""You're combover looks like the cupacabra Guillermo @jimmykimmel so funny"", 'TY Michael @ASavageNation ""I\'d do anything to help him; he\'s right, he\'s telling the truth"" @realDonaldTrump #BoycottMacys']"
4027,stance_573,"['We need someine to bring this country back to life! @realDonaldTrump resuscitate America!', ""I'm voting for Donald Trump this election #waitonit""]"
4028,stance_574,"['Just so its not lost, today ISIS executed 74 children. To make it worse, our President was tweeting about basketball.', 'If you live in a Trump building, congratulations on that decision']"
4029,stance_575,"['@ABC Stupid is as stupid does! Showedhis true colors; seems that he ignores that US was invaded, & plundered,not discovered', 'i want donald trump to win the presidency so bad. he cant be bought out like all the others. and he sticks to his convictions']"
4030,stance_576,"[""Following his recent comments about immigrants, do you think Donald Trump's business interests will suffer? #Trump"", 'GRATE TWO SEE @realDonaldTrump GET TUFF ON BOARDER CONTROL! HAS MY VOTE IN 2016! #TCOT #ILLEGALSSTOLEJOBS']"
4031,stance_577,"['Remember that story about a charismatic businessman who will lie to get into power from an obscure position? #Revelation', 'TY Michael @ASavageNation ""I\'d do anything to help him; he\'s right, he\'s telling the truth"" @realDonaldTrump #BoycottMacys']"
4032,stance_578,"[""Saw a bit of @HillaryClinton 's speech & I was proud to hear her plans for policy improvements in our justice system. Thanks!"", ""@hughhewitt like I tweeted you way back when, #ACA software can be fixed , but GOP strategic mistake of 'repeal' can't be fixed""]"
4033,stance_579,"[""It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights"", 'What about the equal rights of unborn humans in which about 1% could grow up to be LGBT? @SCOTUS #LoveWins']"
4034,stance_58,"['Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead.', 'Gets rid of a daughter and pretends she never existed. #ParentTrapPlot or']"
4035,stance_580,"['The Left fear Donald Trump, BIG TIME! @realDonaldTrump', 'OMG! .@KirstenPowers Practically states Whites are more racist than Blacks because Whites are oppressing Blacks. WHERE? WTF?']"
4036,stance_581,"['Donald Trump is in dire need of a crisis communicator. PR folks, please give him your two cents. #SorryNotSorry', '@realDonaldTrump Just registered to Vote Today so I can contribute to help #MakeAmericaGreatAgain #Honesty']"
4037,stance_582,"['@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!', '@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain']"
4038,stance_583,"['@realDonaldTrump You have our backs, and we have yours. You have my vote. Boycotting anyone who opposes your patriotism. We need', 'WE Love Mexicans,WE Respect your Work Ethic,Your Love of Family,Your Loyalty,Your FOOD &Your Love Of God! Lets ALL Get JOBS,VOTE']"
4039,stance_584,"['Lighting that WH was so in your face to half of America, no class and so disrespectful.. #CashinIn', '@sbrenn01 @marklevinshow What diversity? Conservatives are racist. I am one. I love Trump.']"
4040,stance_585,"['@HillaryClinton #freedom_justice_equality_education for innovation and development to make #happy_life i Utopia', ""I got it! I got it! A Hillary accomplishment! She's managed to stay out of prison despite a 30-year crime spree. #tcot #ocra""]"
4041,stance_586,"[""It's a free country. Freedom includes freedom of choice."", '@DardenMBA As a former fetus I oppose #ProlifeYouth']"
4042,stance_587,"['If Doctors used guns to perform abortions, would liberals then be opposed? #2A #liberallogic', ""Well that's a win for women in Texas. Thank you SCOTUS! #texas""]"
4043,stance_588,"['Thank you @Macys! You are and will continue to be my favorite store! Bye bye #DoucheBag', '@realDonaldTrump keep it up Mr Trump-when the Dems and Repubs are attacking-you know your doing it right! #MakeAmericaGreatAgain']"
4044,stance_589,"[""@realDonaldTrump had a point and one the liberal media won't dare come close to! We have a fragile and wide open border!"", 'Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied:']"
4045,stance_59,"['@RedAlert -there should be a ""stigma"" to butchering pre-born children - its a horrendous crime against humanity. #murder', ""Messed up: Being outraged that it's legal to distribute images of abortion, but being fine with abortion being legal. #No2Trudeau""]"
4046,stance_590,"[""Can we get a law for the little ones who can't even speak for themselves? #ProLifeYouth #EVERYLIFEMATTERS #gay #straight #baby"", 'Off to the #clinic this morning. 2015 and we still have to chase away anti-choice nutters harassing our patients.']"
4047,stance_591,"['I guess NBC does not like to hear the truth.', '@realDonaldTrump just so you know White people have more of a ""Rapist"" title, than Hispanics. #NotBeingRasist #DoResearch']"
4048,stance_592,"[""Donald Trump isn't afraid to roast everyone."", '.@DannyZuker With ONE speech @realDonaldTrump managed to financially screw himself. Imagine what he can do for us as POTUS!']"
4049,stance_593,"[""@DeeHoer420 That's right. CNN = LOSER. Anyone who has met Trump knows he is a down to earth compassionate gentlemanman."", ""@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain""]"
4050,stance_594,"['Why would a mother advice her daughter to abort?? Shame, responsibility, but truly is that the best advice?? #ItsNotOnItsNotSafe', 'So prolifers are against health rights?']"
4051,stance_595,"['The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue', 'The Democrats are not creating Al QAEDA, they are creating A NUCLEAR ISIS. THINK ABOUT THAT.']"
4052,stance_596,"['@AsaSoltan putting abortion in with choices for women just won my heart over. Yaaaaaas! #shahs', 'Just owned a woman who works for planned parenthood. #factsonly']"
4053,stance_597,"['@readyforHRC @HillaryClinton Support encourage #HillaryClinton president #UnitedStates world is success of women in world', 'Can anyone name the jobs #HillaryClinton has been responsible for creating.. Even her security is an entitlement...']"
4054,stance_598,"['Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly', '@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS?']"
4055,stance_599,"['@realDonaldTrump @PamplinFilmCo We needs some Ballz back in the WH..', 'The way @realDonaldTrump is taking flak, he must be over the target.']"
4056,stance_6,"['@StevenErtelt @GM_GXPfan My wife had an abortion when she was young She regrets it to this day', '@UberFacts because a good percent utilized that wonderful gift of choice (#proChoice).']"
4057,stance_60,"[""@DaGodfather907 @dare6626 Hope the rotten SOB don't choke :("", '@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain']"
4058,stance_600,"[""Thr r no rights w/o responsibilities. The rt 2 bodily autonomy comes w/ the responsibility 2 care 4 1's unborn child #ProLifeYouth"", ""People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then?""]"
4059,stance_601,"['What a great 7 days to be an American, especially a Texan. #SCOTUS #LoveWins #Obamacare', '#Prolife laws kill women. Real #feminists are #prochoice. Calling us #feminazi? Because of course you have no arguments. #fem2']"
4060,stance_602,"['Ez21:15 I have set the point of the sword against all their gates, that their heart may faint, n their ruins be multiplied:', '@JoeyBats19 Join Twitter Trump brigade #onethousandtweets to support message #MakeAmericaGreatAgain @realDonaldTrump']"
4061,stance_603,"['Are the same people who are red faced and frothing over abortion also against the death penalty? Just wondering... #deathpenalty', '@WildChild69 Typo - I meant to say ""dies"" - With every abortion @ least one human dies.']"
4062,stance_604,"[""@DWStweets @RepDWStweets is a seven pound baby murderer. Too bad her Mom didn't have the same operation. #Baby #Democrats #Losers"", ""People aren't 'pro-life' they're 'pro-birth'. When a mother can't provide what happens then?""]"
4063,stance_605,"['Hillary Clinton has not driven a car since 1996. #clintonfakerealityshow', ""Let's make Secretary Clinton, President Clinton - @AGMarkHerring @vademocrats""]"
4064,stance_606,"['What a great day to argue the benefits of making abortion legal', 'I refuse to stop praying for an end to abortion.']"
4065,stance_607,"['Today I am grateful to have the right to control my body without govt influence. #antichoice leaders want to stop this. #abvote', ""it's ironic that ppl will perform lifesaving therapies on animals to preserve their lives-but have staunch views in favor of""]"
4066,stance_608,"['We live in a world where people care more about religious rights than consent & reproductive rights....', 'In #scotus majority opinion, substitute abortion for capital punishment, and you have the opinion for the Texas clinic case.']"
4067,stance_609,"['@Xxoax @HillaryClinton @MaryMorientes @BarackObama The whole #world is supporting you.', 'RT @FutureTXLeader: Who in #CorpusChristi is ready for #MarcoRubio in #2016 #Hooks #CC #Texas #TX #361 #KeepTexasRed #GOP #Tea...']"
4068,stance_61,"['#Hillary, Here\'s one Christian whose religion views will never ""adapt"" to include abortion. Abortion is murder.', ""If #BlackLivesMatter why not black babies in the womb? Somehow their lives don't matter.... puzzled with that one. #catholic""]"
4069,stance_610,"[""My body, my life. You fuck it up in a way I'm not prepared for and I will kill you."", '@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill #ItsNotonItsNotSafe']"
4070,stance_611,"['This is a debate about our understanding of human dignity/what it means to be a member 0 the human family/even tho tiny, powerless.', 'Your life, your body, your choice. #womenshealth #womensrights']"
4071,stance_612,"['The #Obama Presidency: Has There Ever a Point in Time When He HASN\'T Been Lying to #WeThePeople? RE: The ""Liar-in-Chief', ""Trump wasn't precise but he's no bigot. employs thousands. contributed millions to charity. And loves America.not corrupt.capable""]"
4072,stance_613,"['@LogicOfLife7 I don\'t confuse ""right to life"" with \'right-to-use-someone\'s-body-without-consent\'. Do you? #rapeculture', '@mrgeology They abort millions of their possible progressives for the future. #Downfall']"
4073,stance_614,"['@Newsmax_Media I bet the @realDonaldTrump does. This man knows how to save our country w/o tiptoeing around, playing games.', '@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!']"
4074,stance_615,"[""@TPM @realDonaldTrump this is what happens when you open your big mouth. You're out of luck for 2016 at this rate. #Univision"", 'If a liberal brings up Immigration, hit em with the ""TRUMP"" card! #trumpforpresident #Trump #tcot']"
4075,stance_616,"['@JVER1 @tgradous @LVNancy I blame her death on the @potus he is directly responsible. He is pathetic. If i were her dad....', '@ZekeJMiller @Reince @SharonDay GOP plan to stop Trump? LOL Maybe they can put up loser candidates like Romney, McCain and Jeb!']"
4076,stance_617,"['RT @rxchelredekop: Consenting to sex is not consenting to being pregnant!!! Like!!! No!!!!', 'WORLDWIDE R.E. Agents! - Support a ProLife Group (U-choose) at NoCost ProLifeRealEstate@Yahoo.com']"
4077,stance_618,"['297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts', ""I support Bernie on account USA needs a new direction but, if he loses in primary ,I'll support Hillary Clinton. #Sanders2016""]"
4078,stance_619,"['#greta Trump is absolutely on fire right now! He is a good man with a great family. He is the medicine this country needs!', ""Just because you own a casino (bankrupt) doesn't mean your family didn't immigrate too #America""]"
4079,stance_62,"[""Let's agree that it's not ok to kill a 7lbs baby in the uterus @DWStweets #DNC #Clinton2016 @HillaryforIA #ProCompromise"", '@Andrea_provida Or another hypocrisy are those who campaign for animal rights but are ""pro choice"" .']"
4080,stance_620,"['#ProLifeYouth know that human life = human life, inside the womb or out.', ""I don't plan on ever having an abortion, but here's the thing ...I don't think anyone ever PLANS on it.""]"
4081,stance_621,"['@crazygranny56 More #blacks killed by abortion than during #slavery #ConfederateFlag', 'Happy to hear the #SCOTUS blocked closing of 10 abortion clinics in TX until an appeal can be heard #safelegalrare #thinkprogress']"
4082,stance_622,"[""@ShowTruth No, I can't explain why you would consider a medical procedure that leaves the patient healthy & happy as killing."", "".@RebeccahLouise I'm not forcing anyone to do anything. Abortion is not 'medical help' & there are better options. Very proud to be""]"
4083,stance_623,"['Children are the greatest blessing which God has bestowed on man and woman. -Pope Francis #LifeisaGift', '@AYoungJFK it was her choice Mark! #profeminist']"
4084,stance_624,"['RT @dave_gosh: Im Prolife and Abortion has and will always be taking a life! #ChooseLife #Christians #Prolife...', ""There's an undeniable inverse correlation between women's right to choose and crime rates #womensrights""]"
4085,stance_625,"[""A Black President,Healthcare 4 all, Marriage Equality...what's next?..a Woman President?!Damn RIGHT! #SCOTUS #MarriageEquality"", 'Do we breathe & live or ignore & collectively succumb to toxins of political, ecological, unwanton oligards? #p2 #bernie2016']"
4086,stance_626,"['What is the difference between a baby and a onion? No one cries when you chop up the baby. Hahahahaha! Love dead babies! #Babies', 'Demand the Senate vote to ban painful late-term abortions. Use your voice to help hold the Senate accountable. #bluemoon']"
4087,stance_627,"['@lbush34 @HillaryClinton just defending my girl Hillary!', 'Hopefully Hillary Clinton gets cancer and dies before she gets the opportunity to embarrass our country any further. #july4th']"
4088,stance_628,"['Le(a)nin left RT @uss_victory: @realDonaldTrump /#LongLiveLiberty; Better is a ""#Capitalist"" for President than a #Communist.', 'That Time Trump Spent Nearly $100000 On An Ad Criticizin US Foreign Policy In 1987 #america #DonaldJTrump #foreignpolicy']"
4089,stance_629,"['Why is it illegal to kill an unhatched eagle egg but its legal to kill an unborn human baby?isright', ""Kudos to the mentality that believes people who are dumb enough to not use protection are 'mature enough' to take care of a baby.""]"
4090,stance_63,"['#StopHillary2016 @HillaryClinton if there was a woman with integrity and honesty I would vote for such as woman president, NO', '@ResistTyranny ""@HillaryClinton can\'t even manage @billclinton and she wants to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016']"
4091,stance_630,"[""@LogicOfLife7 I don't think I have a right to use someone else's body without consent. Do you? #rapeculture"", "".@RebeccahLouise I'm not forcing anyone to do anything. Abortion is not 'medical help' & there are better options. Very proud to be""]"
4092,stance_631,"['@nice_euna Its not only safe but contrally to the ten commandments... Thy shall not kill #ItsNotonItsNotSafe', ""@MarthaPlimpton It's not Monday on Twitter until some right wing troll sends me a video of an abortion #ReproRights""]"
4093,stance_632,"['@GeorgeTakei One of them might even be named #ClarenceThomas. #ApologizeTakei', 'Get the truth from Trump! @realDonaldTrump']"
4094,stance_633,"['I refuse to let people like you shame and insult women for accessing healthcare. Sorry. Just no.', 'In so many ways, to so many people around the world, America really IS the ""Great Satan"" #GayMarriage #Drugs #WakeUpAmerica']"
4095,stance_634,"['Why is bacteria considered life on Mars, but a heartbeat is not considered life on earth? #heartbeat', '@LogicOfLife7 I don\'t confuse ""right to life"" with \'right-to-use-someone\'s-body-without-consent\'. Do you? #rapeculture']"
4096,stance_635,"['Unfounded data/support for such drastic claims to be made against Mexico & all its ppl sorry guys I guess I rape & sell drugs', '@andersoncooper #AC360 @ac360 @ananavarro < WHY IS YOUR HISPANIC LATINO ASS SAYING @realDonaldTrump SAID DISGRACEFUL THINGS?']"
4097,stance_636,"[""@HlLLARY @ToniforAsm Hillary for Prez = Obama's third term and that's the last thing we need!!"", ""@randyprine @fabiaceae They know they're going to lose to HRC so they keep trying!""]"
4098,stance_637,"['Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!', 'Bill Clinton Decided against taking out Bin Laden. And we Got September 11, 2001.']"
4099,stance_638,"[""@tooprettyclub Are you OK with #GOP males telling you what you can and can't do with your own body?"", '@NYCanegirl the premeditated taking of an innocent human life is 1st degree murder, and you know it.']"
4100,stance_639,"[""@m_lonz @LifeNewsHQ Captors have already been born and are no longer part of the body of a pregnant woman. That's the difference."", 'Do to others whatever you would have them do to you. This is the law and the prophets. Mt 7:12 #ProLifeYouth']"
4101,stance_64,"['Idiot: how would you feel if your mom aborted you? Me: nothing cause I would be fucking dead.', 'It hurts my 2 C ppl more offended over a flag/symbol than deaths/abortions of millions of innocent children! #flag #Mississippi']"
4102,stance_640,"['@realDonaldTrump you work on the Mexican wall and I will focus on the Canadian wall!! #trueenemy #Christie2016', '@realDonaldTrump gonna be on @greta show right now! #greta #TrumpIsRight']"
4103,stance_641,"['@politicspizza @RebeccahLouise @ProLifeYouth women being independent and making their own CHOICES', '@gvandersee 100,000 (estimated) ozzie abortions of vulnerable, unwanted ""unlife"" right there. Value & Respect life. #deathpenalty']"
4104,stance_642,"[""Can't wait to get my #YaaasHillary shirt! @HillaryClinton"", ""You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.""]"
4105,stance_643,"['Denial. It works for Hillary, why not the Mayor of #Baltimore. #DemocratLiesMatter', '96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC']"
4106,stance_644,"['Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!', ""If you need me I'll be screaming like a little baby from now until about ten minutes after @HillaryClinton arrives in #PTown.""]"
4107,stance_645,"['The only Intelligent Choice for USA is Hillary Clinton....You can not afford to stay HOME ...you must VOTE and VOTE #UniteBlue', ""@jimlibertarian @peddoc63 @Callisto1947 @MaydnUSA @c5hardtop1999 @surfermom77 @SMolloyDVM That's right!""]"
4108,stance_646,"['@WhiteHouse @POTUS All children except the millions that have been aborted #everylifematters', ""@mrprolife Complications come with all types of medical procedures, doesn't mean procedure itself should be banned. #DealWithIt""]"
4109,stance_647,"['take faith that almost every political entity around you, whether dissident or not, serves no good purpose #Dempublicans', '297 days until I can register to vote!!1 year 193 days until Election Day #RockTheVote #democrats #everyvotecounts']"
4110,stance_648,"['I bet Leslie Knope would be so happy about', ""@LeahR77 @DrMartyFox > With continued #Obama's & @TheDemocrats Admin policymaking, #USA will become #Greece! #WakeUpAmerica #NJ""]"
4111,stance_649,"['Spoke to @HillaryClinton today in NYC. Wow! So smart and impressive!!!', 'Save an intern.... Keep Bill & Hillary out of the White House.']"
4112,stance_65,"[""Re Last: I can't get past this...why must abortion providers dismember a fetus alive? That just sounds...hideously inhumane."", 'A nation that kills its own children is a nation without hope. -Pope Saint John Paul II #ProLifeYouth #AllLivesMatter']"
4113,stance_650,"[""If you think it's fine American car companies send jobs to Mexico while we pay for their welfare you must hate @realDonaldTrump"", '@realDonaldTrump your directness & honesty has moved you to the top of my list 4 #President2016! #TRUMPTRUTH']"
4114,stance_651,"[""Apparently, @BernieSanders fans don't like to see Hillary's name even implied. #SheWhoShallNotBeNamedBecauseShesWinning"", ""#TheDonald can't keep a beauty pageant afloat and wants to be the President? Aw, hell no.""]"
4115,stance_652,"['@gerfingerpoken Please RT the #ImpeachObama art at the top of this thread, pinned on my page.', ""@realDonaldTrump You have the heart of a lion! Let's make America great again!""]"
4116,stance_653,"['@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama', ""My dad told me he's voting for Hillary. I'm so proud. LOL""]"
4117,stance_654,"['@realDonaldTrump I feel the train is gaining steam.', 'DID YOU KNOW that the U.S Constitution is now under full pledge attack by the Obama tyrant administration? #WethePeople']"
4118,stance_655,"['@gerfingerpoken2 he made a careless mistake, she deliberately broke many laws & still lies about it.', '@HillaryClinton Yes I can and will.']"
4119,stance_656,"['like i really need to walk past a bunch of aborted babies to get into the union. get out of my peripheral', 'RT @rxchelredekop: Consenting to sex is not consenting to being pregnant!!! Like!!! No!!!!']"
4120,stance_657,"[""@CNNPolitics @Eugene_Scott Careful Donald. Don't get carried away."", '@realDonaldTrump You are the trump card of my heart.']"
4121,stance_658,"['Anyone who is against @realDonaldTrump 4 president, has no clue of his success and the potential of greatness he can do 4 us.', ""@realDonaldTrump u talk a big bigoted talk & yet use illegals @ your new DC prop.Thank GD u being POTUS isn't viable! #trumpsucks""]"
4122,stance_659,"['RT @bdckool: .@realDonaldTrump Of you can do for America what you did for your businesses, you will secure my vote.', 'I nominate Donald Trump for the new ambassador to Mexico. #Mexico #Tacos']"
4123,stance_66,"[""@realDonaldTrump let the haters run away. You can now see who you're true supporters are."", ""@GoAngelo it's obvious Macy's and NBC and ESPN and ... are chokers. #Trumpisassclown""]"
4124,stance_660,"['@AlyssSmithh There she is pant suite Hillary to hide those thighs #HillarysDonors #HillarysBigAnnouncement #Benghazi #Obama', 'Madam President Clinton; you have all the gays vote. #jarrid']"
4125,stance_661,"[""How much was Monica getting paid when Bill's burrito squirted sauce all over her pretty blue dress? @MauraReynolds @politico"", 'Thank you @HillaryClinton for your support of the LGBT community. On this historic day I thank you for giving us hope.']"
4126,stance_662,"[""Apparently #Trump values riches so much he can't afford values. #Trumpelstiltskin"", 'Why is it wrong when Trump is stating facts about illegal immigrants??? He is 100% Right']"
4127,stance_663,"['96 commit cards collected for Hillary in Greenville, SC so far! #FellowsSC', '@politico @anniekarni ""@HillaryClinton can\'t even manage @billclinton & she wants to be @POTUS"" #WakeUpAmerica #StopHillary2016']"
4128,stance_664,"[""@divadoll123 @LANURSE1 @ShaninZT u can't go back.Only way people r going to wake up is when the free checks stop coming!#TCOT"", ""@realDonaldTrump Favorites and retweets keep piling up for Trump! He's killing the other candidates!""]"
4129,stance_665,"[""Hey Megan--a baby's heart starts beating at 21 days after conception. No time is the right time to end its life!! #kellyfile"", '@AzzarelliJim Not so great for the women you want to force to give birth against their wills. #rapeculture']"
